PROD ID,SUG,ID,SUG MUZAR,SHM MUZAR,MISPAR HEVRA,SHM HEVRA,YITRAT NEHASIM,MENAYOT,AGAH CONC,AGAH MMSL,HALVAAOT LS,KRANOT LS,AHER,MEZUMAN_PIKDONOT,MATAH,HUL
9803-קרנות השתלמות-מנורה מבטחים והסתדרות המהנדסים ניהול קופות גמל בעמ,גמל,9803,קרנות השתלמות,"אומגה קרן השתלמות אג""ח עד 25% מניות",520027715,"מנורה מבטחים והסתדרות המהנדסים ניהול קופות גמל בע""מ",17.48,14.89,44.046,35.714,0,0,-0.183,5.771,4.68,0.57
9817-תגמולים ואישית לפיצויים-חברת הגמל לעובדי האוניברסיטה העברית בעמ,גמל,9817,תגמולים ואישית לפיצויים,תגמולים האוניברסיטה  50-60,510960586,"חברת הגמל לעובדי האוניברסיטה העברית בע""מ",1.39,48.23,21.726,21.98,0,0,1.141,8.202,38.99,41.36
9818-תגמולים ואישית לפיצויים-חברת הגמל לעובדי האוניברסיטה העברית בעמ,גמל,9818,תגמולים ואישית לפיצויים,תגמולים האוניברסיטה  מניות,510960586,"חברת הגמל לעובדי האוניברסיטה העברית בע""מ",0,0,0,0,0,0,0,0,0,0
9823-קרנות חדשות-הראל השקעות בביטוח ושירותים פיננסיים בעמ,פנסיה,9823,קרנות חדשות,הראל פנסיה - גילאי 50 ומטה,512267592,"הראל פנסיה וגמל בע""מ",31947.53,52.2,1.735,37.658,3.153,13.42,0.618,7.66,22.77,55.8
9827-קרנות חדשות-הראל השקעות בביטוח ושירותים פיננסיים בעמ,פנסיה,9827,קרנות חדשות,הראל פנסיה - גילאי 50 עד 60,512267592,"הראל פנסיה וגמל בע""מ",7811.31,42.99,7.718,37.517,7.148,10.68,0.579,6.694,23.76,48.98
9829-קרנות חדשות-הראל השקעות בביטוח ושירותים פיננסיים בעמ,פנסיה,9829,קרנות חדשות,הראל פנסיה - גילאי 60 ומעלה,512267592,"הראל פנסיה וגמל בע""מ",3459.24,24.13,14.397,40.772,12.957,9.566,-0.177,5.42,15.72,34.68
9844-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,9844,תגמולים ואישית לפיצויים,אלטשולר שחם גמל לעמיתי חבר עד 50,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",186.81,61.78,3.749,50.95,0.552,0,0.087,18.135,29.97,63.74
9845-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,9845,תגמולים ואישית לפיצויים,אלטשולר שחם גמל לעמיתי חבר לבני 50-60,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",404.88,50.19,4.605,42.903,2.352,9.539,0.367,18.641,25.69,59.7
9846-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,9846,תגמולים ואישית לפיצויים,אלטשולר שחם גמל לעמיתי חבר לבני 60 ומעלה,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",157.51,25.45,8.473,58.934,1.453,2.71,0.288,16.726,19.59,43.65
9854-תגמולים ואישית לפיצויים-מיטב גמל ופנסיה בעמ,גמל,9854,תגמולים ואישית לפיצויים,מיטב אגוד תגמולים 50 עד 60,512065202,"מיטב גמל ופנסיה בע""מ",68.41,41.61,31.128,22.556,9.274,0.508,0.196,5.339,25.84,41.33
9856-קרנות כלליות-הראל השקעות בביטוח ושירותים פיננסיים בעמ,פנסיה,9856,קרנות כלליות,הראל פנסיה כללית - גילאי 60 ומעלה,512267592,"הראל פנסיה וגמל בע""מ",143.97,22.2,21.089,31.156,17.344,4.539,1.824,8.927,16.27,31.13
9858-קרנות כלליות-הראל השקעות בביטוח ושירותים פיננסיים בעמ,פנסיה,9858,קרנות כלליות,הראל פנסיה כללית - גילאי 50 עד 60,512267592,"הראל פנסיה וגמל בע""מ",320.48,41.59,22.08,18.356,13.097,6.274,1.679,9.802,23.37,50.69
9862-קרנות כלליות-הראל השקעות בביטוח ושירותים פיננסיים בעמ,פנסיה,9862,קרנות כלליות,הראל פנסיה כללית - גילאי 50 ומטה,512267592,"הראל פנסיה וגמל בע""מ",1278.91,51.03,15.002,17.471,10.885,10.192,1.627,9.804,22.37,57.41
9888-פוליסות שהונפקו משנת 2004 ואילך-הכשרב ביטוח מסלול בסיסי למקבלי קצבה,ביטוח,9888,פוליסות שהונפקו משנת 2004 ואילך,"הכשרה חברה לביטוח בע""מ מסלול בסיסי למקבלי קצבה",ללא,0,240.80636,22.37,17.42362619,36.30037014,0.315024902,13.17265873,1.655604113,13.36638285,14.03,28.07
9892-תגמולים ואישית לפיצויים-קופת תגמולים של עובדי התעשיה האוירית לישראל בעמ,גמל,9892,תגמולים ואישית לפיצויים,תעשיה אוירית לבני 50 עד 60,570014928,"קופת תגמולים של עובדי התעשיה האוירית לישראל בע""מ",2037.08,35.41,21.206,23.477,0.698,13.038,0.622,5.55,25.51,36.87
9893-תגמולים ואישית לפיצויים-קופת תגמולים של עובדי התעשיה האוירית לישראל בעמ,גמל,9893,תגמולים ואישית לפיצויים,תעשיה אוירית מסלול לבני 50 ומטה,570014928,"קופת תגמולים של עובדי התעשיה האוירית לישראל בע""מ",32.96,64.6,18.05,9.465,0.026,0,0.245,7.616,21.88,48.49
9895-קופת גמל להשקעה - חסכון לילד-מגדל מקפת קרנות פנסיה וקופות גמל בעמ,גמל,9895,קופת גמל להשקעה - חסכון לילד,מגדל  חסכון לילד - הלכה,512237744,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",107.56,43,33.538,19.8,0,0,0.174,3.487,22.76,33.84
9896-קופת גמל להשקעה - חסכון לילד-מגדל מקפת קרנות פנסיה וקופות גמל בעמ,גמל,9896,קופת גמל להשקעה - חסכון לילד,מגדל חסכון לילד - חוסכים המעדיפים סיכון מועט,512237744,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",459.45,19.41,28.314,26.053,9.879,10.215,1.487,8.459,14.61,32.36
9897-קופת גמל להשקעה - חסכון לילד-מגדל מקפת קרנות פנסיה וקופות גמל בעמ,גמל,9897,קופת גמל להשקעה - חסכון לילד,מגדל  חסכון לילד - חוסכים המעדיפים סיכון בינוני,512237744,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",102.58,42.05,22.146,13.126,9.941,9.905,0.209,14.103,25.15,46.57
9898-קופת גמל להשקעה - חסכון לילד-מגדל מקפת קרנות פנסיה וקופות גמל בעמ,גמל,9898,קופת גמל להשקעה - חסכון לילד,מגדל  חסכון לילד - חוסכים המעדיפים סיכון מוגבר,512237744,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",92.59,94.43,0.002,4.987,0.251,3.366,-0.582,26.898,31.33,62.15
9905-תגמולים ואישית לפיצויים-אקסלנס גמל והשתלמות בעמ,גמל,9905,תגמולים ואישית לפיצויים,הפניקס גמל פאסיבי לבני 50 ומטה,513026484,"הפניקס פנסיה וגמל בע""מ",112.04,62.9,23.582,5.063,0.01,0,-39.779,56.92,21.07,46.6
9906-תגמולים ואישית לפיצויים-אקסלנס גמל והשתלמות בעמ,גמל,9906,תגמולים ואישית לפיצויים,הפניקס גמל שיקלי טווח קצר,513026484,"הפניקס פנסיה וגמל בע""מ",237.59,0,23.235,73.454,1.053,0,-0.049,2.307,0,0.76
9916-תגמולים ואישית לפיצויים-אקסלנס גמל והשתלמות בעמ,גמל,9916,תגמולים ואישית לפיצויים,הפניקס גמל לבני 50 ומטה,513026484,"הפניקס פנסיה וגמל בע""מ",8829.26,53.21,13.343,7.941,7.989,16.786,-6.815,17.956,26.33,55.34
9917-תגמולים ואישית לפיצויים-אקסלנס גמל והשתלמות בעמ,גמל,9917,תגמולים ואישית לפיצויים,הפניקס גמל פאסיבי לבני 50 עד 60,513026484,"הפניקס פנסיה וגמל בע""מ",322.47,51.55,29.596,13.311,0.12,0,-31.904,44.945,18.47,40.65
9920-תגמולים ואישית לפיצויים-ארם גמולים - חברה לניהול קופות גמל בע''מ,גמל,9920,תגמולים ואישית לפיצויים,ארם 50-60,510773922,ארם גמולים - חברה לניהול קופות גמל בע''מ,892.61,45.31,19.54,9.16,1.313,21.442,0.558,2.675,25.22,54.07
9921-תגמולים ואישית לפיצויים-ארם גמולים - חברה לניהול קופות גמל בע''מ,גמל,9921,תגמולים ואישית לפיצויים,ארם 60 ומעלה,510773922,ארם גמולים - חברה לניהול קופות גמל בע''מ,153.15,31.54,30.44,24.286,0.019,10.842,0.246,2.624,24.06,35.44
9922-תגמולים ואישית לפיצויים-ארם גמולים - חברה לניהול קופות גמל בע''מ,גמל,9922,תגמולים ואישית לפיצויים,ארם עד 50,510773922,ארם גמולים - חברה לניהול קופות גמל בע''מ,39,55.14,20.69,18.6,0,3.471,0.167,1.926,25.74,46.19
9930-תגמולים ואישית לפיצויים-קופת תגמולים של עובדי אל על נתיבי אוויר לישראל בעמ אגודה שיתופית,גמל,9930,תגמולים ואישית לפיצויים,אל על 50-60,570011767,"קופת תגמולים של עובדי אל על נתיבי אוויר לישראל בע""מ אגודה שיתופית",591.63,45.11,22.663,14.081,1.5,19.628,1.537,2.372,22.78,61.52
9935-תגמולים ואישית לפיצויים-מחר - חברה לניהול קופות גמל בעמ,גמל,9935,תגמולים ואישית לפיצויים,מחר גמל לבני 50 ומטה,520042615,"מחר - חברה לניהול קופות גמל בע""מ",1060.43,55.13,23.3,22.282,0.061,19.59,0.904,3.068,25.56,58.66
9936-תגמולים ואישית לפיצויים-מחר - חברה לניהול קופות גמל בעמ,גמל,9936,תגמולים ואישית לפיצויים,מחר גמל לבני 50 עד 60,520042615,"מחר - חברה לניהול קופות גמל בע""מ",14.42,43.66,28.15,35.957,0,0,0.424,9.638,20.47,35.3
9937-תגמולים ואישית לפיצויים-מחר - חברה לניהול קופות גמל בעמ,גמל,9937,תגמולים ואישית לפיצויים,מחר גמל לבני 60 ומעלה,520042615,"מחר - חברה לניהול קופות גמל בע""מ",31.09,26.67,32.582,32.874,0,3.081,0.317,4.991,14.1,24.46
9938-תגמולים ואישית לפיצויים-עמי - חברה לניהול קופות גמל ענפיות בעמ,גמל,9938,תגמולים ואישית לפיצויים,"קופת גמל עמ""י מסלול לבני 50 ומטה",520042581,"עמ""י - חברה לניהול קופות גמל ענפיות בע""מ",56.71,55.74,29.061,33.02,0,0.646,1.694,12.016,21.9,46.3
9939-תגמולים ואישית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,9939,תגמולים ואישית לפיצויים,ילין לפידות קופת גמל מסלול לבני 50 ומטה,513611509,"ילין לפידות ניהול קופות גמל בע""מ",2671.73,53.91,18.133,43.408,0.088,1.604,0.481,22.061,26.47,53.67
9940-תגמולים ואישית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,9940,תגמולים ואישית לפיצויים,ילין לפידות קופת גמל מסלול לבני 50 עד 60,513611509,"ילין לפידות ניהול קופות גמל בע""מ",9478.27,45.32,26.679,38.012,0.675,2.435,0.783,17.604,25.47,47.34
9941-תגמולים ואישית לפיצויים-ילין לפידות ניהול קופות גמל בעמ,גמל,9941,תגמולים ואישית לפיצויים,ילין לפידות קופת גמל מסלול לבני 60 ומעלה,513611509,"ילין לפידות ניהול קופות גמל בע""מ",2516.95,25.18,24.656,48.781,0.112,1.397,0.597,18.08,20.77,36.98
9942-תגמולים ואישית לפיצויים-עמי - חברה לניהול קופות גמל ענפיות בעמ,גמל,9942,תגמולים ואישית לפיצויים,"קופת גמל עמ""י  60 ומעלה",520042581,"עמ""י - חברה לניהול קופות גמל ענפיות בע""מ",84.05,26.34,30.373,43.484,0,0.276,0.117,10.872,17.27,23.3
9943-תגמולים ואישית לפיצויים-עמי - חברה לניהול קופות גמל ענפיות בעמ,גמל,9943,תגמולים ואישית לפיצויים,"קופת גמל עמ""י  50-60",520042581,"עמ""י - חברה לניהול קופות גמל ענפיות בע""מ",1754.78,42.6,23.054,20.047,1.637,13.992,0.542,5.084,21.79,42.8
9950-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,9950,תגמולים ואישית לפיצויים,אלטשולר שחם גמל לבני 50 ומטה,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",5537.13,59.77,4.879,30.742,6.234,13.373,0.838,17.277,28.84,72.41
9951-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,9951,תגמולים ואישית לפיצויים,אלטשולר שחם גמל לבני 50 עד 60,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",31129.14,47.39,5.963,30.193,6.653,16.289,1.779,17.428,24.57,66.26
9952-תגמולים ואישית לפיצויים-אלטשולר שחם גמל ופנסיה בעמ,גמל,9952,תגמולים ואישית לפיצויים,אלטשולר שחם גמל לבני 60 ומעלה,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",9651.93,21.94,11.778,37.64,8.383,12.52,1.57,17.415,17.45,53.31
9953-תגמולים ואישית לפיצויים-הנדסאים וטכנאים - חברה לניהול קופות גמל בעמ,גמל,9953,תגמולים ואישית לפיצויים,הנדסאים גמל - מסלול עד 50,520042607,"הנדסאים וטכנאים - חברה לניהול קופות גמל בע""מ",29.89,52.44,32.48,8.835,0,0.491,0.837,4.905,24.6,51.29
9954-תגמולים ואישית לפיצויים-הנדסאים וטכנאים - חברה לניהול קופות גמל בעמ,גמל,9954,תגמולים ואישית לפיצויים,הנדסאים גמל - מסלול 50-60,520042607,"הנדסאים וטכנאים - חברה לניהול קופות גמל בע""מ",856.15,43.28,20.676,17.752,1.86,15.657,1.838,4.966,22.79,57.03
9955-תגמולים ואישית לפיצויים-הנדסאים וטכנאים - חברה לניהול קופות גמל בעמ,גמל,9955,תגמולים ואישית לפיצויים,הנדסאים גמל - 60 ומעלה,520042607,"הנדסאים וטכנאים - חברה לניהול קופות גמל בע""מ",48.8,29.56,34.714,32.891,0.072,0.605,0.34,1.821,20.36,31.82
9956-תגמולים ואישית לפיצויים-חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בעמ,גמל,9956,תגמולים ואישית לפיצויים,"פיצויים עיריית ת""א - לבני 50 ומטה",513452003,"חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בע""מ",0,0,0,0,0,0,0,0,0,0
9957-תגמולים ואישית לפיצויים-חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בעמ,גמל,9957,תגמולים ואישית לפיצויים,"פיצויים עיריית ת""א - מסלול לבני 50-60",513452003,"חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בע""מ",143.68,45.97,27.543,26.191,0,15.742,0.004,12.291,24.52,49.09
9958-תגמולים ואישית לפיצויים-חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בעמ,גמל,9958,תגמולים ואישית לפיצויים,"פיצויים עיריית ת""א -מסלול 60 ומעלה",513452003,"חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בע""מ",0,0,0,0,0,0,0,0,0,0
9962-תגמולים ואישית לפיצויים-תגמולים של עובדים בעירית תא-יפו א.ש. בעמ,גמל,9962,תגמולים ואישית לפיצויים,"עירית ת""א תגמולים מסלול לבני 50 ומטה.",570002618,"תגמולים של עובדים בעירית ת""א-יפו א.ש. בע""מ",28.62,49.96,24.557,34.074,0,0.162,-0.108,15.494,23.07,42.1
9963-תגמולים ואישית לפיצויים-תגמולים של עובדים בעירית תא-יפו א.ש. בעמ,גמל,9963,תגמולים ואישית לפיצויים,"עירית ת""א תגמולים מסלול לבני 50-60",570002618,"תגמולים של עובדים בעירית ת""א-יפו א.ש. בע""מ",996.05,45.53,27.298,24.627,4.976,15.248,0.425,9.557,24.57,48.47
9964-תגמולים ואישית לפיצויים-תגמולים של עובדים בעירית תא-יפו א.ש. בעמ,גמל,9964,תגמולים ואישית לפיצויים,"עירית ת""א תגמולים מסלול לבני 60 ומעלה",570002618,"תגמולים של עובדים בעירית ת""א-יפו א.ש. בע""מ",33.73,24.47,29.669,41.236,0,0.206,0.161,13.414,16.28,21.33
9967-קרנות חדשות-מיטב דש השקעות בעמ,פנסיה,9967,קרנות חדשות,מיטב מקיפה 50-60,512065202,"מיטב גמל ופנסיה בע""מ",7191.89,41.04,18.311,29.736,2.15,13.018,1.713,4.878,25.52,46.08
9968-קרנות חדשות-מיטב דש השקעות בעמ,פנסיה,9968,קרנות חדשות,מיטב מקיפה 60 ומעלה,512065202,"מיטב גמל ופנסיה בע""מ",2984.02,22.35,24.795,38.846,3.237,10.093,1.199,5.283,17.99,32.27
9972-קרנות כלליות-מיטב דש השקעות בעמ,פנסיה,9972,קרנות כלליות,מיטב כללית לבני 50-60,512065202,"מיטב גמל ופנסיה בע""מ",180.68,40.21,24.483,25.883,5.015,7.366,1.455,6.885,25.2,43.61
9973-קרנות כלליות-מיטב דש השקעות בעמ,פנסיה,9973,קרנות כלליות,מיטב כללית לבני 60 ומעלה,512065202,"מיטב גמל ופנסיה בע""מ",93.08,22.37,28.903,35.276,4.962,6.936,1.351,6.344,18,32.16
9974-קרנות חדשות-הפניקס אחזקות בעמ,פנסיה,9974,קרנות חדשות,הפניקס פנסיה מקיפה  - מסלול לבני 50 ומטה,513026484,"הפניקס פנסיה וגמל בע""מ",46165.41,49.47,4.68,30.665,5.444,11.092,1.036,15.489,25.76,48.15
9975-קרנות חדשות-הפניקס אחזקות בעמ,פנסיה,9975,קרנות חדשות,הפניקס פנסיה מקיפה - מסלול לבני 50 עד 60,513026484,"הפניקס פנסיה וגמל בע""מ",6796.62,41.89,11.217,30.903,6.596,8.882,0.309,14.252,23.93,42.9
9976-קרנות חדשות-הפניקס אחזקות בעמ,פנסיה,9976,קרנות חדשות,הפניקס פנסיה מקיפה - מסלול לבני 60 ומעלה,513026484,"הפניקס פנסיה וגמל בע""מ",2674.64,24.01,19.814,40.517,7.162,5.762,0.298,10.416,16.83,29.24
9979-קרנות חדשות-הפניקס אחזקות בעמ,פנסיה,9979,קרנות חדשות,"הפניקס מסלול פאסיבי - מדדי אג""ח חו""ל",513026484,"הפניקס פנסיה וגמל בע""מ",78,0,10.603,26.676,0,0,58.599,60.021,69.74,68.47
9980-קרנות חדשות-הפניקס אחזקות בעמ,פנסיה,9980,קרנות חדשות,"הפניקס מסלול אג""ח עד 25% מניות",513026484,"הפניקס פנסיה וגמל בע""מ",68.59,14.03,39.997,36.282,4.947,2.265,0.284,7.96,9.62,22.99
9984-קרנות חדשות-הפניקס אחזקות בעמ,פנסיה,9984,קרנות חדשות,הפניקס פנסיה מקיפה - מסלול הלכה,513026484,"הפניקס פנסיה וגמל בע""מ",969.81,42.77,14.319,32.229,0,0,4.325,22.939,20.02,35.78
9987-קרנות חדשות-הפניקס אחזקות בעמ,פנסיה,9987,קרנות חדשות,מסלול קצבה לזכאים קיימים,513026484,"הפניקס פנסיה וגמל בע""מ",4.74,0,0,98.592,0,0,0.004,1.405,0,0
11310-קופת גמל להשקעה - חסכון לילד-אקסלנס גמל והשתלמות בעמ,גמל,11310,קופת גמל להשקעה - חסכון לילד,הפניקס חיסכון לילד - חוסכים המעדיפים סיכון מועט,513026484,"הפניקס פנסיה וגמל בע""מ",812.14,0.1,49.739,33.723,6.536,3.004,0.359,5.988,11.68,19.29
11311-קופת גמל להשקעה - חסכון לילד-אקסלנס גמל והשתלמות בעמ,גמל,11311,קופת גמל להשקעה - חסכון לילד,הפניקס חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,513026484,"הפניקס פנסיה וגמל בע""מ",183.17,97.22,0,0.006,0,0,-50.354,76.849,25.94,63.29
11312-קופת גמל להשקעה - חסכון לילד-אקסלנס גמל והשתלמות בעמ,גמל,11312,קופת גמל להשקעה - חסכון לילד,הפניקס חיסכון לילד - חוסכים המעדיפים סיכון בינוני,513026484,"הפניקס פנסיה וגמל בע""מ",136.37,42.04,29.932,15.082,6.579,2.864,-5.616,18.171,22.32,45.03
11320-קופת גמל להשקעה - חסכון לילד-מנורה מבטחים פנסיה וגמל בעמ,גמל,11320,קופת גמל להשקעה - חסכון לילד,מנורה מבטחים חסכון לילד - הלכה,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",105.44,40.47,31.652,18.566,0,0,0.333,8.999,20.85,34.14
11321-קופת גמל להשקעה - חסכון לילד-מנורה מבטחים פנסיה וגמל בעמ,גמל,11321,קופת גמל להשקעה - חסכון לילד,מנורה מבטחים חסכון לילד - חוסכים המעדיפים סיכון מועט,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",473.51,9.67,27.264,34.422,13.24,12.981,0.342,3.211,11.44,22.66
11322-קופת גמל להשקעה - חסכון לילד-מנורה מבטחים פנסיה וגמל בעמ,גמל,11322,קופת גמל להשקעה - חסכון לילד,מנורה מבטחים חסכון לילד - חוסכים המעדיפים סיכון בינוני,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",134.34,42.99,16.845,12.108,10.746,12.895,0.389,12.211,23.05,45.54
11323-קופת גמל להשקעה - חסכון לילד-מנורה מבטחים פנסיה וגמל בעמ,גמל,11323,קופת גמל להשקעה - חסכון לילד,מנורה מבטחים חסכון לילד - חוסכים המעדיפים סיכון מוגבר,512245812,"מנורה מבטחים פנסיה וגמל בע""מ",138.03,95.89,0,0,0,0.473,0.213,22.483,30.32,62.02
11325-קופת גמל להשקעה - חסכון לילד-אלטשולר שחם גמל ופנסיה בעמ,גמל,11325,קופת גמל להשקעה - חסכון לילד,אלטשולר שחם חיסכון לילד - חוסכים המעדיפים סיכון מועט,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",890.1,23.01,8.869,54.379,3.508,5.541,0.617,16.512,18.4,48.41
11326-קופת גמל להשקעה - חסכון לילד-אלטשולר שחם גמל ופנסיה בעמ,גמל,11326,קופת גמל להשקעה - חסכון לילד,אלטשולר שחם חיסכון לילד - חוסכים המעדיפים סיכון בינוני,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",1656.73,49.35,5.244,45.604,2.55,6.477,0.504,18.144,24.85,59.47
11327-קופת גמל להשקעה - חסכון לילד-אלטשולר שחם גמל ופנסיה בעמ,גמל,11327,קופת גמל להשקעה - חסכון לילד,אלטשולר שחם חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",4584.74,97.7,0.032,37.201,0,1.487,0.01,19.119,43.84,91.1
11328-קופת גמל להשקעה - חסכון לילד-אלטשולר שחם גמל ופנסיה בעמ,גמל,11328,קופת גמל להשקעה - חסכון לילד,אלטשולר שחם חיסכון לילד - הלכה,513173393,"אלטשולר שחם גמל ופנסיה בע""מ",747.68,48.84,2.289,59.961,0.871,2.714,0.123,18.331,23.97,54.41
11335-קופת גמל להשקעה - חסכון לילד-אקסלנס גמל והשתלמות בעמ,גמל,11335,קופת גמל להשקעה - חסכון לילד,הפניקס חיסכון לילד - הלכה,513026484,"הפניקס פנסיה וגמל בע""מ",47.2,42.14,26.815,14.789,0,0,-13.666,27.401,23.22,42.32
11341-פוליסות שהונפקו בשנים 1992 - 2003-כלל ביטוח מסלול לבני 50 ומטה פוליסות לפני 2004,ביטוח,11341,פוליסות שהונפקו בשנים 1992 - 2003,"כלל חברה לביטוח בע""מ מסלול לבני 50 ומטה פוליסות לפני 2004",ללא,0,72.74873,48.99,26.45090849,8.815686542,10.56733224,5.070603982,6.04326701,6.638741322,24.71,47.21
11343-קופת גמל להשקעה - חסכון לילד-סלייס גמל בעמ,גמל,11343,קופת גמל להשקעה - חסכון לילד,סלייס גמל חיסכון לילד - חוסכים המעדיפים סיכון מועט,514767490,"סלייס גמל בע""מ",398.67,19.21,21.302,0,0,22.563,44.793,2.574,19.19,19.58
11344-קופת גמל להשקעה - חסכון לילד-סלייס גמל בעמ,גמל,11344,קופת גמל להשקעה - חסכון לילד,סלייס גמל חסכון לילד - חוסכים המעדיפים סיכון בינוני,514767490,"סלייס גמל בע""מ",2.65,37.1,26.89,0,0,10.813,31.34,2.962,23.25,36.6
11345-קופת גמל להשקעה - חסכון לילד-סלייס גמל בעמ,גמל,11345,קופת גמל להשקעה - חסכון לילד,סלייס גמל חסכון לילד - חוסכים המעדיפים סיכון מוגבר,514767490,"סלייס גמל בע""מ",10.81,81.13,0,0,0,3.34,19.932,6.562,34.66,74.67
11348-פוליסות שהונפקו בשנים 1992 - 2003-כלל ביטוח מסלול לבני 50-60 פוליסות לפני 2004,ביטוח,11348,פוליסות שהונפקו בשנים 1992 - 2003,"כלל חברה לביטוח בע""מ מסלול לבני 50-60 פוליסות לפני 2004",ללא,0,396.25365,43.37,35.1127365,11.61710435,6.815987689,6.390452176,1.78701193,5.52358319,24.77,42.37
11349-פוליסות שהונפקו בשנים 1992 - 2003-כלל ביטוח מסלול לבני 60 ומעלה פוליסות לפני 2004,ביטוח,11349,פוליסות שהונפקו בשנים 1992 - 2003,"כלל חברה לביטוח בע""מ מסלול לבני 60 ומעלה  פוליסות לפני 2004",ללא,0,667.30949,25.79,35.03984336,15.8089015,6.739421614,16.0302231,3.136430744,3.525905199,17.32,41.52
11350-פוליסות שהונפקו בשנים 1992 - 2003-כלל ביטוח מסלול בסיסי למקבלי קצבה פוליסות לפני 2004,ביטוח,11350,פוליסות שהונפקו בשנים 1992 - 2003,"כלל חברה לביטוח בע""מ מסלול בסיסי למקבלי קצבה פוליסות לפני 2004",ללא,0,3387.9133,30.08,40.46785967,16.79542685,3.665321069,10.63186889,2.427689044,3.0237285,24.61,38.85
11352-קופת גמל להשקעה - חסכון לילד-הלמן - אלדובי קופות גמל ופנסיה בעמ,גמל,11352,קופת גמל להשקעה - חסכון לילד,הפניקס חיסכון לילד- שריעה,513026484,"הפניקס פנסיה וגמל בע""מ",55.29,89.95,0,0,0,0,0.02,10.053,98.67,90.19
11365-קופת גמל להשקעה - חסכון לילד-אנליסט קופות גמל בעמ,גמל,11365,קופת גמל להשקעה - חסכון לילד,אנליסט חיסכון לילד - חוסכים המעדיפים סיכון מועט,511880460,"אנליסט קופות גמל בע""מ",417.21,26.18,32.509,32.876,0.03,0.531,0.223,13.393,18.72,27.48
11366-קופת גמל להשקעה - חסכון לילד-אנליסט קופות גמל בעמ,גמל,11366,קופת גמל להשקעה - חסכון לילד,אנליסט חיסכון לילד - חוסכים המעדיפים סיכון בינוני,511880460,"אנליסט קופות גמל בע""מ",146.74,46.34,26.276,24.468,0.03,0.514,0.204,8.281,26.31,36.57
11367-קופת גמל להשקעה - חסכון לילד-אנליסט קופות גמל בעמ,גמל,11367,קופת גמל להשקעה - חסכון לילד,אנליסט חיסכון לילד- חוסכים המעדיפים סיכון מוגבר,511880460,"אנליסט קופות גמל בע""מ",483.1,97.73,0.015,27.021,0,0,0.312,14.993,31.89,72.81
"11372-קופת גמל להשקעה - חסכון לילד-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,11372,קופת גמל להשקעה - חסכון לילד,אינפיניטי  חיסכון לילד - חוסכים המעדיפים סיכון בינוני,513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",12.41,49.44,23.325,22.892,0,0,-0.014,4.348,23.64,33.3
"11373-קופת גמל להשקעה - חסכון לילד-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,11373,קופת גמל להשקעה - חסכון לילד,אינפיניטי חיסכון לילד - חוסכים המעדיפים סיכון מוגבר,513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",61.38,89.88,0,7.603,0,0,-0.005,2.518,49.35,77.14
"11374-קופת גמל להשקעה - חסכון לילד-אינפיניטי השתלמות, גמל ופנסיה בעמ",גמל,11374,קופת גמל להשקעה - חסכון לילד,אינפיניטי חיסכון לילד - חוסכים המעדיפים סיכון מועט,513621110,"אינפיניטי השתלמות, גמל ופנסיה בע""מ",397.63,24.17,34.104,38.005,0,0,0.001,3.723,9.85,15.84
